caw_code,polling_centre_code,polling_centre_name,polling_centre_key
1306,27,KABONYO PRIMARY SCHOOL,23276
1306,28,GESONSO  PRIMARY SCHOOL,23277
1306,29,RIANYAMARI  PRIMARY SCHOOL,23278
1306,30,ORENCHO  PRIMARY SCHOOL,23279
1306,31,MANYWANDA 'A'  PRIMARY SCHOOL,23280
1306,32,NYABIOSI  PRIMARY SCHOOL,23281
1306,33,RIASOBERA  PRIMARY SCHOOL,23282
1306,34,IGARE  PRIMARY SCHOOL,23283
1306,35,NYABISASE  PRIMARY SCHOOL,23284
1306,36,ICHUNI  PRIMARY SCHOOL,23285
1307,37,GOTICHAKI  PRIMARY SCHOOL,23286
1307,38,RIOSIRI  PRIMARY SCHOOL,23287
1307,39,OMOGWA  PRIMARY SCHOOL,23288
1307,40,NDURU  PRIMARY SCHOOL,23289
1307,41,BOMONYAMA  PRIMARY SCHOOL,23290
1307,42,KENYORO  PRIMARY SCHOOL,23291
1307,43,NYABIGENA  PRIMARY SCHOOL,23292
1307,44,NYAMONARIA  PRIMARY SCHOOL,23293
1307,45,ESAKA  PRIMARY SCHOOL,23294
1307,46,NYAMARAMBE COFFEE FACTORY,23295
1307,47,NYAMARAMBE TOWN HALL,23296
1307,48,KIOMABUNDU  PRIMARY SCHOOL,23297
1307,49,GOTICHAKI YOUTH POLYTECHNIC,23298
1307,50,MOSACHE PRIMARY SCHOOL,23299
1307,51,KIORINA  PRIMARY SCHOOL,23300
1307,52,NYANDIWA  PRIMARY SCHOOL,23301
1307,53,GETONO  PRIMARY SCHOOL,23302
1307,54,NDURU SECONDARY SCHOOL,23303
1307,55,MATANGAMANO  PRIMARY SCHOOL,23304
1307,56,ENSOKO  PRIMARY SCHOOL,23305
1307,57,KIABIGORI  SECONDARY SCHOOL,23306
1308,58,NYATWONE  PRIMARY SCHOOL,23307
1308,59,RIONSATA  PRIMARY SCHOOL,23308
1308,60,RIASUTA  PRIMARY SCHOOL,23309
1308,61,BOGICHONCHO  PRIMARY SCHOOL,23310
1308,62,MAKARA  PRIMARY SCHOOL,23311
1308,63,NYANGWETA SDA  PRIMARY SCHOOL,23312
1308,64,NCHORO  PRIMARY SCHOOL,23313
1308,65,NYASASA SDA PRIMARY SCHOOL,23314
1308,66,KARUNGU DEB  PRIMARY SCHOOL,23315
1308,67,IBENCHO  PRIMARY SCHOOL,23316
1308,68,MONIANKU  PRIMARY SCHOOL,23317
1308,69,NYABITUNWA BINE  PRIMARY SCHOOL,23318
1308,70,MESOCHO  PRIMARY SCHOOL,23319
1308,71,NYAMONDO  PRIMARY SCHOOL,23320
1308,72,NYAMIOMU  PRIMARY SCHOOL,23321
1308,73,MAKONGENI  PRIMARY SCHOOL,23322
1308,74,KEBABE  PRIMARY SCHOOL,23323
1308,75,RANG'ETI  PRIMARY SCHOOL,23324
1308,76,NYABINE JUA KALI TEA BUYING CENTRE,23325
1308,77,NYABIKONDO  PRIMARY SCHOOL,23326
1308,78,KEBURANCHOGU  PRIMARY SCHOOL,23327
1308,79,NYANGWETA HIGH SCHOOL,23328
1308,80,KIAGWARE  PRIMARY SCHOOL,23329
1308,81,BOMWARE  PRIMARY SCHOOL,23330
1308,82,ST. MICHAEL OMOGUMO  PRIMARY SCHOOL,23331
1308,83,NYAMAGENA MABARIRI  PRIMARY SCHOOL,23332
1308,84,MOGENDA TEA BUYING CENTRE,23333
1309,85,NYAKEYO  PRIMARY SCHOOL,23334
1309,86,EBURI  PRIMARY SCHOOL,23335
1309,87,AYORA PRIMARY SCHOOL,23336
1309,88,MOTICHO  PRIMARY SCHOOL,23337
1309,89,MARIWA  PRIMARY SCHOOL,23338
1309,90,OTENDO  PRIMARY SCHOOL,23339
1309,91,NDONYO  PRIMARY SCHOOL,23340
1309,92,SARE  PRIMARY SCHOOL,23341
1309,93,RUMA  PRIMARY SCHOOL,23342
1309,94,RIAGUMO SECONDARY SCHOOL,23343
1309,95,MOGUMO  PRIMARY SCHOOL,23344
1309,96,ENG'OU  PRIMARY SCHOOL,23345
1309,97,KIENDEGE  PRIMARY SCHOOL,23346
1309,98,NYANGWETA D.O.K  PRIMARY SCHOOL,23347
1309,99,NYANSEMBE  PRIMARY SCHOOL,23348
1309,100,NYABERA  PRIMARY SCHOOL,23349
1309,101,NYABIOSI  PRIMARY SCHOOL,23350
1310,102,METABURO  PRIMARY SCHOOL,23351
1310,103,ENGETI  PRIMARY SCHOOL,23352
1310,104,MUMA  PRIMARY SCHOOL,23353
1310,105,KENUCHI  PRIMARY SCHOOL,23354
1310,106,NYABINE D.O.K  PRIMARY SCHOOL,23355
1310,107,BOSAGA  PRIMARY SCHOOL,23356
1310,108,GEKONGO  PRIMARY SCHOOL,23357
1310,109,KENORIA  PRIMARY SCHOOL,23358
1310,110,MAROO PRIMARY SCHOOL,23359
1310,111,EKERONGO  PRIMARY SCHOOL,23360
1311,1,RIANYANCHABERA PRIMARY SCHOOL,23361
1311,2,MAGENA PRIMARY SCHOOL,23362
1311,3,KEMOREKO PRIMARY SCHOOL,23363
1311,4,RANDANI PRIMARY SCHOOL,23364
1311,5,OROCHE PRIMARY SCHOOL,23365
1311,6,GESABAKWA PRIMARY SCHOOL,23366
1311,7,IGORERA PRIMARY SCHOOL,23367
1311,8,IYENGA PRIMARY SCHOOL,23368
1311,9,GETUMO PRIMARY SCHOOL,23369
1311,10,KIANGO HEALTH CENTRE,23370
1311,11,MAGENGE PRIMARY SCHOOL,23371
1311,12,RIOMBASA PRIMARY SCHOOL,23372
1312,13,EMESA PRIMARY SCHOOL,23373
1312,14,NYABONGO PRIMARY SCHOOL,23374
1312,15,NYAMESOCHO SECONDARY SCHOOL,23375
1312,16,RITEMBU PRIMARY SCHOOL,23376
1312,17,NYAMBUNWA PRIMARY SCHOOL,23377
1312,18,MOSENSEMA PRIMARY SCHOOL,23378
1312,19,ICHUNI PRIMARY SCHOOL,23379
1312,20,OMOSOBWA PRIMARY SCHOOL,23380
1312,21,NYAMISARO PRIMARY SCHOOL,23381
1312,22,NYAMESOCHO PRIMARY SCHOOL,23382
1313,23,KERONGORORI PRIMARY SCHOOL,23383
1313,24,KEBERESI PRIMARY SCHOOL,23384
1313,25,RIRIBE PRIMARY SCHOOL,23385
1313,26,KEBABE PRIMARY SCHOOL,23386
1313,27,RIOKINDO PRIMARY SCHOOL,23387
1313,28,NYANGETI PRIMARY SCHOOL,23388
1313,29,ENDERETI PRIMARY SCHOOL,23389
1313,30,RIYABU  PRIMARY SCHOOL,23390
1313,31,METEMBE PRIMARY SCHOOL,23391
1313,32,KENYENYA PRIMARY SCHOOL,23392
1313,33,OMOBERA PRIMARY SCHOOL,23393
1313,34,KIRU PRIMARY SCHOOL,23394
1313,35,ETONO PRIMARY SCHOOL,23395
1313,36,KENYORO PRIMARY SCHOOL,23396
1313,37,TONGERI PRIMARY SCHOOL,23397
1313,38,MOTEMWAMU PRIMARY SCHOOL,23398
1313,39,KERENYO TEA BUYING CENTRE,23399
1313,40,KIONGENDO TEA BUYING CENTRE,23400
1313,41,KERONGORORI TEA BUYING CENTRE,23401
1313,42,GESABAKWA TEA BUYING CENTRE,23402
1313,43,KEORE PRIMARY SCHOOL,23403
1313,44,SENTA PRIMARY SCHOOL,23404
1313,45,GETENGA PRIMARY SCHOOL,23405
1313,46,MAIGA PRIMARY SCHOOL,23406
1314,47,MOKOMONI PRIMARY SCHOOL,23407
1314,48,AMATAGARO PRIMARY SCHOOL,23408
1314,49,RIANYANGITA PRIMARY SCHOOL,23409
1314,50,NYAKORERE PRIMARY SCHOOL,23410
1314,51,ITONGO PRIMARY SCHOOL,23411
1314,52,MOSOBETI PRIMARY SCHOOL,23412
1314,53,NYABIORE PRIMARY SCHOOL,23413
1314,54,SENGERA PRIMARY SCHOOL,23414
1314,55,EBEREGE PRIMARY SCHOOL,23415
1314,56,KIABUGESI PRIMARY SCHOOL,23416
1314,57,MOTEIRIBE PRIMARY SCHOOL,23417
1314,58,MOTONTERA PRIMARY SCHOOL,23418
1314,59,MOKUBO PRIMARY SCHOOL,23419
1314,60,RIAMANGATA PRIMARY SCHOOL,23420
1314,61,BENDERA PRIMARY SCHOOL,23421
1314,62,MAGENCHE DOK PRIMARY SCHOOL,23422
1314,63,NYABIOSI PRIMARY SCHOOL,23423
1314,64,RIAIMA PRIMARY SCHOOL,23424
1314,65,MAGENCHE HEALTH  CENTRE,23425
1314,66,ITEMBU PRIMARY SCHOOL,23426
1315,1,OMOSARIA PRIMARY SCHOOL,23427
1315,2,MOSORA PRIMARY SCHOOL,23428
1315,3,NYACHENGE PRIMARY SCHOOL,23429
1315,4,GIONSERI PRIMARY SCHOOL,23430
1315,5,RIONGONCHO PRIMARY SCHOOL,23431
1315,6,OROGARE PRIMARY SCHOOL,23432
1315,7,NYABISASE PRIMARY SCHOOL,23433
1315,8,NYABISIA PRIMARY SCHOOL,23434
1315,9,GIASAIGA PRIMARY SCHOOL,23435
1315,10,RIANCHAGA PRIMARY SCHOOL,23436
1315,11,NYAKEGARAKEMO PRIMARY SCHOOL,23437
1315,12,RIYABO PRIMARY SCHOOL,23438
1315,13,INANI PRIMARY SCHOOL,23439
1315,14,IRONGO PRIMARY SCHOOL,23440
1315,15,KEBUKO TEA PRIMARY SCHOOL,23441
1316,16,KIONYO PRIMARY SCHOOL,23442
1316,17,TURWA PRIMARY SCHOOL,23443
1316,18,BOKINIBANTO PRIMARY SCHOOL,23444
1316,19,BOGESAKA PRIMARY SCHOOL,23445
1316,20,KIOBEGI PRIMARY SCHOOL,23446
1316,21,IGOMA PRIMARY SCHOOL,23447
1316,22,RIAMANG'ERE PRIMARY SCHOOL,23448
1316,23,OMOKONGE PRIMARY SCHOOL,23449
1316,24,MOSOBETI PRIMARY SCHOOL,23450
1316,25,RIAMOTARI PRIMARY SCHOOL,23451
1316,26,NYAMBUNWA PRIMARY SCHOOL,23452
1316,27,MASISI PRIMARY SCHOOL,23453
1316,28,RIAMBASE PRIMARY SCHOOL,23454
1316,29,NYAMARUMA PRIMARY SCHOOL,23455
1316,30,NYAINEKE PRIMARY SCHOOL,23456
1316,31,NYABITE TEA BUYING CENTRE,23457
1316,32,KIOBEGI FARMERS COOPERATIVE SOCIETY,23458
1317,33,BOSANSA PRIMARY SCHOOL,23459
1317,34,ITIBONGE PRIMARY SCHOOL,23460
1317,35,SUGUTA PRIMARY SCHOOL,23461
1317,36,EKENYORU PRIMARY SCHOOL,23462
1317,37,NYOERA PRIMARY SCHOOL,23463
1317,38,EMENWA PRIMARY SCHOOL,23464
1317,39,MOSASA PRIMARY SCHOOL,23465
1317,40,ITUMBE PRIMARY SCHOOL,23466
1317,41,BORANGI P.A.G PRIMARY SCHOOL,23467
1317,42,MAJI MAZURI PRIMARY SCHOOL,23468
1317,43,EBIGOGO PRIMARY SCHOOL,23469
1317,44,NYAMWARE PRIMARY SCHOOL,23470
1317,45,OMOBONDO PRIMARY SCHOOL,23471
1317,46,NYAKONA PRIMARY SCHOOL,23472
1317,47,GETARE PRIMARY SCHOOL,23473
1317,48,KEGOCHI PRIMARY SCHOOL,23474
1317,49,IKENYE PRIMARY SCHOOL,23475
1318,50,MOCHENGO PRIMARY SCHOL,23476
1318,51,NYACHEKI FARMERS COOPERATIVE SOCIETY,23477
1318,52,RIOSUGO PRIMARY SCHOOL,23478
1318,53,EBIOSI PRIMARY SCHOOL,23479
1318,54,BORANGI SDA PRIMARY SCHOOL,23480
1318,55,NYACHEKI PRIMARY SCHOOL,23481
1318,56,ISENA PRIMARY SCHOOL,23482
1318,57,SIMITI PRIMARY SCHOOL,23483
1318,58,CHITAGO PRIMARY SCHOOL,23484
1318,59,SUGUBO PRIMARY SCHOOL,23485
1318,60,KEERA PRIMARY SCHOOL,23486
1318,61,TUKIAMWANA PRIMARY SCHOOL,23487
1318,62,RIOMORO PRIMARY SCHOOL,23488
1318,63,NYAMUYA PRIMARY SCHOOL,23489
1318,64,ENCHORO PRIMARY SCHOOL,23490
1318,65,NYABIOSI PRIMARY SCHOOL,23491
1318,66,KIOMBWORI PRIMARY SCHOOL,23492
1318,67,NYAMAKOROBO PRIMARY SCHOOL,23493
1318,68,MOGONGA PRIMARY SCHOOL,23494
1318,69,NAIKURU PRIMARY SCHOOL,23495
1318,70,RIONSOTI PRIMARY SCHOOL,23496
1318,71,ITIBO PRIMARY SCHOOL,23497
1319,72,ROGONGO PRIMARY SCHOOL,23498
1319,73,NYABETE PRIMARY SCHOOL,23499
1319,74,NYABOTERERE PRIMARY SCHOOL,23500
1319,75,OGANDA PRIMARY SCHOOL,23501
1319,76,GETAI PRIMARY SCHOOL,23502
1319,77,RIONTWEKA PRIMARY SCHOOL,23503
1319,78,NYANTIRA PRIMARY SCHOOL,23504
1319,79,GIONSARIA PRIMARY SCHOOL,23505
1319,80,RIGENA PRIMARY SCHOOL,23506
1319,81,KIONDUSO PRIMARY SCHOOL,23507
1319,82,NYANGUSU PRIMARY SCHOOL,23508
1319,83,NYACHOGOCHOGO PRIMARY SCHOOL,23509
1319,84,RIKURA PRIMARY SCHOOL,23510
1319,85,BENDERA PRIMARY SCHOOL,23511
1319,86,EKEONGA PRIMARY SCHOOL,23512
1319,87,NYAMACHE PRIMARY SCHOOL,23513
1319,88,NYABIGONKORU PRIMARY SCHOOL,23514
1319,89,NYARONGE PRIMARY SCHOOL,23515
1319,90,NYAGWENGI PRIMARY SCHOOL,23516
1319,91,BONYANCHA PRIMARY SCHOOL,23517
1319,92,NYAMATERA PRIMARY SCHOOL,23518
1319,93,GETUNU PRIMARY SCHOOL,23519
1319,94,KIONGETI PRIMARY SCHOOL,23520
1319,95,NYAMARAMBE PRIMARY SCHOOL,23521
1319,96,RIAMABEYA TEA BUYING CENTRE,23522
1320,97,NYAGESA PRIMARY SCHOOL,23523
1320,98,GETENGA PRIMARY SCHOOL,23524
1320,99,NYAKUNGURU PRIMARY SCHOOL,23525
1320,100,KENYORO PRIMARY SCHOOL,23526
1320,101,NYAKEGOGI PRIMARY SCHOOL,23527
1320,102,NYAGANCHA PRIMARY SCHOOL,23528
1320,103,NYABONGE PRIMARY SCHOOL,23529
1320,104,EBURI PRIMARY SCHOOL,23530
1320,105,GESURE PRIMARY SCHOOL,23531
1320,106,GEKONGO II PRIMARY SCHOOL,23532
1320,107,RIONCHERE TEA BUYING CENTRE,23533
1320,108,BIRONGO PRIMARY SCHOOL,23534
1320,109,NYAMONEMA PRIMARY SCHOOL,23535
1320,110,EBOYA YOUTH POLYTECHNIC,23536
1320,111,NYAKEGOGI TEA BUYING CENTRE,23537
1321,112,SAMETA PRIMARY SCHOOL,23538
1321,113,NYANUGUTI PRIMARY SCHOOL,23539
1321,114,KENYERERE PRIMARY SCHOOL,23540
1321,115,NYAMOKENYE PRIMARY SCHOOL,23541
1321,116,NYAMISARO PRIMARY SCHOOL,23542
1321,117,MOKARATE PRIMARY SCHOOL,23543
1321,118,NYANSAKIA PRIMARY SCHOOL,23544
1321,119,OBUYA PRIMARY SCHOOL,23545
1321,120,SINDAGOGI PRIMARY SCHOOL,23546
1321,121,RIAMARUBE PRIMARY SCHOOL,23547
1321,122,RIBWAGO TEA BUYING CENTRE,23548
1321,123,NYANTUGA TEA BUYING CENTRE,23549
1321,124,NYAGIKI PRIMARY SCHOOL,23550
1322,125,KIONGON'GI PRIMARY SCHOOL,23551
1322,126,NYAGUKU PRIMARY SCHOOL,23552
1322,127,RUSINGA PRIMARY SCHOOL,23553
1322,128,RIANYACHUBA PRIMARY SCHOOL,23554
1322,129,BOITANG'ARE PRIMARY SCHOOL,23555
1322,130,NYAMAGWA PRIMARY SCHOOL,23556
1322,131,RIOBARA PRIMARY SCHOOL,23557
1322,132,KEIGAMERE PRIMARY SCHOOL,23558
1322,133,METENGERO PRIMARY SCHOOL,23559
1322,134,RIAKERONGO PRIMARY SCHOOL,23560
1322,135,NYAKONDIERE PRIMARY SCHOOL,23561
1322,136,NYAMBUNDE TEA BUYING CENTRE,23562
1323,1,NYAMIOBO S.D.A. PRIMARY SCHOOL,23563
1323,2,NYATARO II PRIMARY SCHOOL,23564
1323,3,NYAGESA PRIMARY SCHOOL,23565
1323,4,GAKERO PRIMARY SCHOOL,23566
1323,5,NYAMAONDE PRIMARY SCHOOL,23567
1323,6,NYAGENKE PRIMARY SCHOOL,23568
1323,7,TUNTA PRIMARY SCHOOL,23569
1323,8,BUYONGE PRIMARY SCHOOL,23570
1323,9,NYAMBOGA PRIMARY SCHOOL,23571
1323,10,NYAMORONGA PRIMARY SCHOOL,23572
1323,11,ITABAGO PRIMARY SCHOOL,23573
1323,12,NTAMOCHA PRIMARY SCHOOL,23574
1323,13,NYAMASEBE PRIMARY SCHOOL,23575
1323,14,NYANTOGO PRIMARY SCHOOL,23576
1323,15,KEBEGE COFFEE FACTORY,23577
1323,16,EGETONTO HEALTH CENTRE,23578
1324,17,NYAMONYO FARMERS CO-OP SOCIETY,23579
1324,18,TENDERE PRIMARY SCHOOL,23580
1324,19,NYAMONYO PRIMARY SCHOOL,23581
1324,20,KEBERE PRIMARY SCHOOL,23582
1324,21,MACHONGO PRIMARY SCHOOL,23583
1324,22,SANI TEA BUYING CENTRE,23584
1324,23,KERONGO TEA BUYING CENTRE,23585
1324,24,MATONGO TEA BUYING CENTRE,23586
1324,25,GETUKI PRIMARY SCHOOL,23587
1324,26,MANGERE PRIMARY SCHOOL,23588
1324,27,NYAMIOBO D.O.K PRIMARY SCHOOL,23589
1324,28,BOMBABA PRIMARY SCHOOL,23590
1324,29,NYABURUMBASI PRIMARY SCHOOL,23591
1324,30,MAROBA PRIMARY SCHOOL,23592
1324,31,PUBLIC WORKS YARD,23593
1324,32,GETARE PRIMARY SCHOOL,23594
1324,33,KERAGIA TEA BUYING CENTRE,23595
1324,34,NYANSAKIA PRIMARY SCHOOL,23596
1324,35,GUCHA COUNTY COUNCIL HALL,23597
1324,36,BOMACHOGE - OGEMBO NEW BUS STAGE,23598
1324,37,GITONO PRIMARY SCHOOL,23599
1324,38,MWOBO TEA BUYING CENTRE,23600
1324,39,OMOSASA TEA BUYING CENTRE,23601
1324,40,RIANYABWARI TEA BUYING CENTRE,23602
1324,41,TANGI TEA BUYING CENTRE,23603
1324,42,RIABISIMBA TEA BUYING CENTRE,23604
1325,43,NYAKOIBA PRIMARY SCHOOL,23605
1325,44,MOCHORWA PRIMARY SCHOOL,23606
1325,45,NYAMIOBO PRIMARY SCHOOL,23607
1325,46,RITEKE PRIMARY SCHOOL,23608
1325,47,NYABIOTO PRIMARY SCHOOL,23609
1325,48,NYANSARA PRIMARY SCHOOL,23610
1325,49,RIANCHOGU PRIMARY SCHOOL,23611
1325,50,KINENI PRIMARY SCHOOL,23612
1325,51,GEKONG'O PRIMARY SCHOOL,23613
1325,52,RIAMO PRIMARY SCHOOL,23614
1325,53,NYAKENYERERE PRIMARY SCHOOL,23615
1325,54,KIMAI PRIMARY SCHOOL,23616
1325,55,RIAGONGERA PRIMARY SCHOOL,23617
1325,56,RIONGORO TEA BUYING CENTRE,23618
1325,57,MESABAKWA PRIMARY SCHOOL,23619
1325,58,MOGAMBI PRIMARY SCHOOL,23620
1325,59,NYAMASEGE PRIMARY SCHOOL,23621
1325,60,MOOGI PRIMARY SCHOOL,23622
1325,61,RIANYAKWARA PRIMARY SCHOOL,23623
1325,62,SENGERA GIRLS HIGH SCHOOL,23624
1325,63,ITARE PRIMARY SCHOOL,23625
1325,64,NYARENDA PRIMARY SCHOOL,23626
1326,1,CHITAGO PRIMARY SCHOOL,23627
1326,2,KIAMIREGA PRIMARY SCHOOL,23628
1326,3,RIANYOKA PRIMARY SCHOOL,23629
1326,4,ICHUNI BOYS PRIMARY SCHOOL,23630
1326,5,KEROKA PRIMARY SCHOOL,23631
1326,6,EKEMUGA PRIMARY SCHOOL,23632
1326,7,RIAMAKANDA PRIMARY SCHOOL,23633
1326,8,BOGECHE PRIMARY SCHOOL,23634
1326,9,MACHE ACHUMBI PRIMARY SCHOOL,23635
1326,10,AMASEGE PRIMARY SCHOOL,23636
1326,11,KEROKA WATER SUPPLY,23637
1326,12,GIESEMBE PRIMARY SCHOOL,23638
1326,13,GESABAKWA PRIMARY SCHOOL,23639
1326,14,AMABUKO PRIMARY SCHOOL,23640
1326,15,OBWARI S.D.A PRIMARY SCHOOL,23641
1326,16,KEROKA FARMERS UNION,23642
1326,17,NYAMOISEKE MUYA PRIMARY SCHOOL,23643
1326,18,NKORORERA FARMERS COOPERATIVE SOCIETY,23644
1326,19,IGWERO CATTLE DIP,23645
1326,97,GETARE TEA BUYING CENTRE,23646
1327,20,EKWARE PRIMARY SCHOOL,23647
1327,21,NYAMASIBI PRIMARY SCHOOL,23648
1327,22,NYANTURAGO PRIMARY SCHOOL,23649
1327,23,BONGONTA PRIMARY SCHOOL,23650
1327,24,SOSERA PRIMARY SCHOOL,23651
1327,25,GOTINYANGO PRIMARY SCHOOL,23652
1327,26,EBACHWA PRIMARY SCHOOL,23653
1327,27,BOKIBARORI PRIMARY SCHOOL,23654
1327,28,MOREREMI PRIMARY SCHOOL,23655
1327,29,MATIBO PRIMARY SCHOOL,23656
1327,30,IKORONGO DIOCECE OF KISII,23657
1327,31,NYAGACHI PRIMARY SCHOOL,23658
1327,32,NYAMASIBI FARMERS COOPERATIVE SOCIETY,23659
1327,33,NYANTURAGO TEA BUYING CENTRE,23660
1327,34,RISA PRIMARY SCHOOL,23661
1327,35,EMEANGARA PRIMARY SCHOOL,23662
1328,36,RIURI PRIMARY SCHOOL,23663
1328,37,ENGORWA PRIMARY SCHOOL,23664
1328,38,MASIMBA PRIMARY SCHOOL,23665
1328,39,KEREMA PRIMARY SCHOOL,23666
1328,40,RAMASHA PRIMARY SCHOOL,23667
1328,41,NYAGEMI PRIMARY SCHOOL,23668
1328,42,MOTONYONI PRIMARY SCHOOL,23669
1328,43,GEKONGE PRIMARY SCHOOL,23670
1328,44,RIAMICHOKI PRIMARY SCHOOL,23671
1328,45,MASIMBA TEA BUYING CENTRE,23672
1328,46,BONYAKONI PRIMARY SCHOOL,23673
1328,47,RIABIGUTU PRIMARY SCHOOL,23674
1328,48,NYASIKE PRIMARY SCHOOL,23675
1328,49,MOKOROGOINWA PRIMARY SCHOOL,23676
1328,50,IBANCHORE PRIMARY SCHOOL,23677
1328,51,METEMBE PRIMARY  SCHOOL,23678
1328,52,SUGUTA PRIMARY SCHOOL,23679
1328,53,SIRIROKWE PRIMAY SCHOOL,23680
1328,55,EMBOROGO PRIMARY SCHOOL,23681
1328,56,MOSISA PRIMARY SCHOOL,23682
1328,57,RIAKIAGO TEA BUYING CENTRE,23683
1329,54,MASABO MARKET,23684
1329,58,MESABISABI PRIMARY SCHOOL,23685
1329,59,GETERI PRIMARY SCHOOL,23686
1329,60,IKENYE PRIMARY SCHOOL,23687
1329,61,KIOMITI PRIMARY SCHOOL,23688
1329,62,GETACHO PRIMARY SCHOOL,23689
1329,63,MASABO PRIMARY SCHOOL,23690
1329,64,CHIRONGE PRIMARY SCHOOL,23691
1329,65,KIAMOKAMA PRIMARY SCHOOL,23692
1329,66,KIAMOKAMA TOWNSHIP PRIMARY SCHOOL,23693
1329,67,NYAMESOCHO PRIMARY SCHOOL,23694
1329,68,RIOSEA YOUTH POLYTECHNIC,23695
1329,70,EMONGA PRIMARY SCHOOL,23696
1329,71,RIATIRIMBA PRIMARY SCHOOL,23697
1329,72,CHIBWOBI PRIMARY SCHOOL,23698
1329,73,RIASIBO PRIMARY SCHOOL,23699
1329,74,RIAISOE PRIMARY SCHOOL,23700
1329,75,MASABO/RIONGATA TEA BUYING CENTRE,23701
1329,77,KEGOGI PRIMARY SCHOOL,23702
1329,78,RIABEGI TEA BUYING CENTRE,23703
1329,79,MOI GESUSU HIGH SCHOOL,23704
1329,80,RIAISOE TEA BUYING CENTRE,23705
1330,81,NYAMAGESA C.O.G PRIMARY SCHOOL,23706
1330,82,MOGWEKO PRIMARY SCHOOL,23707
1330,83,IBACHO PRIMARY SCHOOL,23708
1330,84,NYAMAGESA D.E.B PRIMARY SCHOOL,23709
1330,85,NYANKONONI D.E.B PRIMARY SCHOOL,23710
1330,86,EMEROKA PRIMARY SCHOOL,23711
1330,87,MOBAMBA PRIMARY SCHOOL,23712
1330,88,MOCHENGO S.D.A PRIMARY SCHOOL,23713
1330,89,MOKOBOKOBO PRIMARY SCHOOL,23714
1330,90,MOREMANI PRIMARY SCHOOL,23715
1330,91,INKARANGO TEA BUYING CENTRE,23716
1330,92,IBACHO TEA BUYING CENTRE,23717
1330,93,AMAIGA TEA BUYING CENTRE,23718
1330,94,KENYORO PRIMARY SCHOOL,23719
1330,95,RIASONGORO TEA BUYING CENTRE,23720
1330,96,NYAMBOGO PRIMARY SCHOOL,23721
1330,98,GESICHO PRIMARY SCHOOL,23722
1331,1,KEGATI PRIMARY SCHOOL,23723
1331,2,NYOSIA PRIMARY SCHOOL,23724
1331,3,NYAMEMISO PRIMARY SCHOOL,23725
1331,4,NYANKO PRIMARY SCHOOL,23726
1331,5,JOGOO PRIMARY SCHOOL,23727
1331,6,BOBARACHO PRIMARY SCHOOL,23728
1331,7,NYAMAGE  PRIMARY SCHOOL,23729
1331,8,NYANGURU PRIMARY SCHOOL,23730
1331,9,ESAMBA PRIMARY  SCHOOL,23731
1331,10,KIONGANYO MILLIMANI PRIMARY SCHOOL,23732
1331,11,KARI DEB PRIMARY SCHOOL,23733
1331,12,NYOSIA TEA BUYING CENTRE,23734
1331,13,RIABAMANYI PRIMARY SCHOOL,23735
1331,14,GUSII INSTITUTE OF TECHNOLOGY,23736
1331,15,BOBARACHO SEC SCHOOL,23737
1331,16,KENYA MARITINE FISHERIES  RESEARCH INSTITUTE,23738
1332,17,NYATARO PRIMARY SCHOOL,23739
1332,18,MASONGO PRIMARY SCHOOL,23740
1332,19,NYAURA PRIMARY SCHOOL,23741
1332,20,GEKOMU PRIMARY SCHOOL,23742
1332,21,KIAMABUNDU PRIMARY SCHOOL,23743
1332,22,KISII PRIMARY SCHOOL,23744
1332,23,NYANCHWA PRIMARY SCHOOL,23745
1332,24,NYANSANCHA PRIMARY SCHOOL,23746
1332,25,GUSII STADIUM,23747
1332,26,GUSII COUNTY COUNCIL HALL,23748
1332,27,OTAMBA PRIMARY SCHOOL,23749
1332,28,MOBAMBA FARMERS COOPERATIVE SOCIETY,23750
1332,29,GUSII MUNICIPAL COUNCIL HALL,23751
1332,30,MENYINKWA TEA BUYING CENTRE,23752
1333,31,RIONDONGA SECONDARY SCHOOL,23753
1333,32,ST. TERESA AMASAGO PRIMARY SCHOOL,23754
1333,33,NYAMWARE PRIMARY SCHOOL,23755
1333,34,GIANCHERE PRIMARY SCHOOL,23756
1333,35,IBERIA PRIMARY SCHOOL,23757
1333,36,RITARO PRIMARY SCHOOL,23758
1333,37,EREMO PRIMARY SCHOOL,23759
1333,38,CHINDUANI PRIMARY SCHOOL,23760
1333,39,KEBOBA TEA BUYING CENTRE,23761
1333,40,AMABIRIA PRIMARY SCHOOL,23762
1333,41,RIOMWERI PRIMARY SCHOOL,23763
1334,42,NYABIUTO PRIMARY SCHOOL,23764
1334,43,NYAGUTA PRIMARY SCHOOL,23765
1334,44,NYABORI-BONGE PRIMARY SCHOOL,23766
1334,45,BORONYI PRIMARY SCHOOL,23767
1334,46,AMARIBA PRIMARY SCHOOL,23768
1334,47,MOGORORA PRIMARY SCHOOL,23769
1334,48,MONURI PRIMARY SCHOOL,23770
1334,49,MATUNWA PRIMARY SCHOOL,23771
1334,50,KIOGORO TEA BUYING CENTRE,23772
1334,51,NYANGOGWA TEA BUYING CENTRE,23773
1334,52,RIANYAMWAMU DEB PrIMARY SCHOOL,23774
1334,53,NYANDEREMA PRI SCH,23775
1335,54,TARACHA PRIMARY SCHOOL,23776
